college_name,link,college_type,facilities,contact_no,Email_id,Website,address
"Dr.D.Y.PatilMedicalCollege,Hospital&ResearchCentre(DYPMC),pune",https://www.collegedekho.com/colleges/d-y-patil-medical-college-pune,Private, Auditorium   Computer Lab   Gym   Library   Medical Facilities   Sports   Cafeteria    Laboratories   Hostel  ,  27805100,info.medical@dpu.edu.in,http://medical.dpu.edu.in/,"['Sant Tukaram Nagar, \r\nPimpri, Pune - 411018 India.']"
"AjeenkyaDYPatilUniversity-ADYPU,pune",https://www.collegedekho.com/colleges/ajeenkya-dy-patil-university,Private, Canteen   Computer Lab   Convo. Hall   Gym   Library   Cls. Room   Placement   Grounds   Swimming Pool   Trans.   Conference Room   Table   Chair  ,+91-2067077942/43 +91-8686868686 +91-7676767676,info@adypu.edu.in,www.adypu.edu.in,"DY Patil Knowledge City Road Via Lohgaon, Airport Rd, Charholi Budruk, Pune, Maharashtra 412105"
"InternationalSchoolofBusinessandMedia-(ISB&M),pune",https://www.collegedekho.com/colleges/isb-m-group-of-institutions,Private, Auditorium   Canteen   Computer Lab   Library   Medical Facilities   Cls. Room   Placement   Swimming Pool   Conference Room   Cafeteria    Hostel  , 66754651/64 +91-7757029572,admissions@isbm.ac.in,www.isbm.ac.in,"S. No. 44/1, 44 1/ 2, Nande Village Pashan Sus Road, Pune 412 115"
"ASMGroupofInstitutes,pune",https://www.collegedekho.com/colleges/asms-group-of-institutions,Private, Auditorium   Canteen   Computer Lab   Library   Medical Facilities   Cls. Room   Placement   Sports   Grounds   WiFi   Power Backup   Cafeteria    Hostel  , 9422009214 +9120-27491455 27492540 9422009214,csit@asmedu.org,www.asmgroup.edu.in,"Service Rd, MIDC, Pimpri Colony, Pimpri-Chinchwad, Maharashtra 411019"
"SuryadattaGroupofInstitutes(SGI),pune",https://www.collegedekho.com/colleges/suryadatta-group-of-colleges,Private, Auditorium   Boys Hostel   Computer Lab   Girls Hostel   Gym   Library   Cls. Room   Placement   Sports   Seminar Hall   Conference Room   Cafeteria    Laboratories   Hostel  ,+91-20-67901300 67901332 67901310 +91-9763266829,admission@suryadatta.edu.in,www.suryadatta.org,"Sr. No. 342, Patil Nagar, Bavdhan (Bk.), Pune - 411021, Maharashtra, India."
"MITADTU-MITArtDesignandTechnologyUniversity,pune",https://www.collegedekho.com/colleges/mit-art-design-and-technology-university,Private, Auditorium   Boys Hostel   Canteen   Computer Lab   Girls Hostel   Guest house   Hospital   Mess   Theatre   Library   Cls. Room   Music   Sports   Swimming Pool   Cafeteria    Hostel  ,+91-9595  ,admissions@mituniversity.edu.in,www.mituniversity.edu.in,"MIT Art, Design and Technology University, Rajbaugh , Loni Kalbhor, Solapur Highway, Near Bharat Petrol Pump , Loni Kalbhor Railway station, Pune - 412201, Maharashtra"
pune,https://www.collegedekho.com/colleges/pibm,Private, Auditorium   Canteen   Computer Lab   Convo. Hall   Library   Medical Facilities   Cls. Room   Placement   Sports   Trans.   Seminar Hall   Laboratories   Hostel  ,+91-20-66036700/5/9,admission@pibm.in,http://www.pibm.in,"Gut No. 605/1 Lavasa Road, Tal - Mulshi, Paud Road, Pirangut, Pune - 412115, Maharashtra."
"VaikunthMehtaNationalInstituteofCooperativeManagement(VAMNICOM),pune",https://www.collegedekho.com/colleges/vamnicom,Private, Auditorium   Boys Hostel   Canteen   Computer Lab   Counselling   Mess   Library   Medical Facilities   Cls. Room   Placement   Sports   Grounds   WiFi  ,2066221400,info@vamnicom.gov.in,http://vamnicom.gov.in/,"Ganeshkhind Road,Near Pune University,Pune - 411007, Maharashtra, India"
"MESInstituteofManagement&CareerCourses(IMCCPUNE),pune",https://www.collegedekho.com/colleges/imcc-pune,Private, Math Lab   Academic Zone   A/C   Auditorium   Boys Hostel   Canteen   Computer Lab   CSC   Convo. Hall   Counselling   Fest   Cultural zone   Education Festival   Planning lab   Girls Hostel   Guest house   Gym   Gymkhana   Hospital   Library  ,,jsp.imcc@mespune.in,http://www.mesimcc.org/,"['131', ' Mayur Colony', ' Kothrud', ' Pune', ' Maharashtra', ' India- 411038']"
"PadmashreeDr.D.Y.PatilInstituteofManagementStudies(DYPIMS),pune",https://www.collegedekho.com/colleges/padmashree-dr-d-y-patil-institute-of-management-studies,Private, Math Lab   A/C   AV Lab   ATM   Boys Hostel   Canteen   CSC   Convo. Hall   Counselling   Fest   Cultural zone   Digi sign   Planning lab   Free Laptop  ,27652794,mba@dypims.com,http://www.dypims.com/dynamicdata/default.asp,"Sector No.29,, Pradhikaran Nigdi, Akurdi, Nigdi, Pune, Maharashtra, India- 411044"
"MITSchoolofTelecomManagement(MITSOT),pune",https://www.collegedekho.com/colleges/mitsot,Private, Academic Zone   A/C   AV Lab   Auditorium   Boys Hostel   Canteen   Computer Lab   Convo. Hall   Counselling   Cultural zone   Theatre   Library   Medical Facilities   Cls. Room   Music   Placement   Sports   Grounds   Trans.   WiFi  ,  ,malhar@mitsot.com,http://www.mitsot.com/,"Vishwashanti Marg, Rambaug Colony, Kothrud, Pune, Maharashtra 411038"
"InstituteforFutureEducationEntrepreneurshipandLeadership(IFEELPUNE),pune",https://www.collegedekho.com/colleges/ifeel-pune,Private, Academic Zone   A/C   AV Lab   Auditorium   ATM   Boys Hostel   Canteen   Computer Lab   Counselling   Mess   Library   Medical Facilities   Cls. Room   Placement   Sports   WiFi   Laboratories   Hostel  ,02114282192,info@ifeel.edu.in,http://www.ifeel.edu.in,"['Off Karla Phata, Ekveera Devi Gramasthan Road, , No-178,Village-Karla, Taluka-Maval, Karla, Pune, Maharashtra, India- 410405']"
"InstituteofIndustrialAndComputerManagementAndResearch(IICMRPUNE),pune",https://www.collegedekho.com/colleges/iicmr-pune,Private, Academic Zone   A/C   AV Lab   Auditorium   ATM   Boys Hostel   Canteen   Computer Lab   CSC   Library   Cls. Room   Placement   Sports   WiFi  ,02027472079,info@iicmr.org,https://www.iicmr.org/,"C-2, M.I.D.C. Chinchwad, Pune - 411 019 Maharashtra, India."
"LexiconMILE-ManagementInstituteForLeadershipandExcellence(LexiconMILE),pune",https://www.collegedekho.com/colleges/mile-pune,Private, Academic Zone   Auditorium   Canteen   Computer Lab   Counselling   Gym   Library   Medical Facilities   Cls. Room   Sports   Trans.   WiFi   Cafeteria    Laboratories   Hostel  ,+91-7276816262 +91-9146014950 +91-9717536537,admissions@mile.education,www.lexiconmile.com,"Lexicon Estate, MILE Tower, GAT no 726, Pune-nagar road, Wagholi, Pune-412207, Maharashtra, India"
"VishwakarmaGlobalBusinessSchool(VGBS),pune",https://www.collegedekho.com/colleges/vishwakarma-global-business-school,Private, Academic Zone   A/C   Auditorium   ATM   Boys Hostel   Canteen   Computer Lab   Girls Hostel   Hospital   Mess   International Center   Theatre   Library   Cls. Room   Placement   Sports   Grounds   Trans.   WiFi  ,9325499998,sourav.sarkar@vgbs.edu.in,http://www.vgbs.edu.in/,"['Sr. No. 3/6', ' Kondhwa Budruk', ' Pune: 411048']"
"JayawantShikshanPrasarakMandalsRajarshiShahuCollegeofEngineering(RSCE),pune",https://www.collegedekho.com/colleges/rajarshi-shahu-college-of-engineering,Private, Academic Zone   Auditorium   Boys Hostel   Canteen   Computer Lab   Counselling   Library   Medical Facilities   Cls. Room   Placement   Sports   Residential Institute   Residential Zone   Residential Faculty Zone   Trans.   WiFi   Workshops   Bed   Ambulance  ,020-22933423,rscoe@jspm.edu.in,http://www.rscoe.org,"['Rajarshi Shahu College of Engineering (RSCOE) Survey No.80', ' Pune-Mumbai Bypass Highway', ' Tathawade', ' Pune 411 033 ']"
"InstituteofSportsScience&Technology(ISSTPUNE),pune",https://www.collegedekho.com/colleges/isst-pune,Private, A/C   ATM   Canteen   Fest   Gymkhana   Library   Medical Facilities   Cls. Room   Sports   Residential Institute   Residential Zone   Residential Faculty Zone  ,  ,info@isst.co.in,http://www.isst.co.in,"['ISST Distance Education Office107/29', ' Ground Floor', ' Poonam', ' Bharti Nivas Society', ' Karve RoadPune- 411004', ' Maharashtra', ' India.']"
"ShriShivajiMarathaSociety'sInstituteofManagement&Research(SSMIMR),pune",https://www.collegedekho.com/colleges/shri-shivaji-maratha-societys-institute-of-management-research,Private, Academic Zone   Boys Hostel   Canteen   Computer Lab   Counselling   Library   Medical Facilities   Cls. Room   Placement   Trans.   WiFi  ,  24222612,imrpune@rediffmail.com,http://www.imrpune.in,"['Shri Shivaji Maratha Society’s Institute of Management & Research, Survey no. 74/1AB, Parvati, Aranyeshwar, Taljai Hills, Pune, Maharashtra, India- 411009']"
"DholePatilCollegeofEngineering(DPCOE),pune",https://www.collegedekho.com/colleges/dhole-patil-college-of-engineering,Private, Academic Zone   Auditorium   ATM   Boys Hostel   Canteen   Computer Lab   Girls Hostel   Gym   Library   Medical Facilities   Cls. Room   Placement   Sports   Residential Institute   Residential Zone   Residential Faculty Zone   Trans.   WiFi   Table   Cafeteria    Laboratories   Hostel  ,+91-99218-22222,admission@dpcoe.com,http://www.dpespune.com/,"Campus Near Kharadi IT Park,Wagholi, Pune - 412207"
"LexiconInstituteofManagementEducation(LIME),pune",https://www.collegedekho.com/colleges/lexicon-institute-of-management-education,Private, Academic Zone   Canteen   Computer Lab   Counselling   Library   Medical Facilities   Cls. Room   Placement   Trans.   WiFi  ,,info@lexiconedu.in,http://www.lexiconedu.in/lgbs/lgbshome.lgbs,"['Lexicon Institute, Lexicon Estate, G. No. 726, Pune-Nagar Road, , Wagholi, Pune, Maharashtra, India- 412207']"
"PDEACollegeofEngineering(PDEAPUNE),pune",https://www.collegedekho.com/colleges/pdea-college-of-engineering,Private, Boys Hostel   Counselling   Cultural zone   Education Festival   Free Laptop   Guest house   Gym   Gymkhana   Mess   Cls. Room   Sports   WiFi  ,02026996625,ajitsd72@gmail.com,http://www.pdeacoem.com/,"['Manjari Road (BK.II),, Hadapsar, Pune, Maharashtra, India- 412307']"
"SymbiosisInstituteofGeoinformatics(SIG),pune",https://www.collegedekho.com/colleges/symbiosis-institute-of-geoinformatics,Private, Computer Lab   Gym   Library   Sports  , 25672841,enquiry@sig.ac.in,http://sig.ac.in,"['5th and 6th Floor, Atur Centre, Gokhale Cross Road, Model Colony, Pune – 411016']"
"SankalpBusinessSchool(SBSPUNE),pune",https://www.collegedekho.com/colleges/sankalp-business-school,Private, Boys Hostel   Canteen   Computer Lab   Convo. Hall   Counselling   Library   Medical Facilities   Cls. Room   Placement   Sports   Trans.   WiFi  ,020-24354221,admissions@sankalpedu.org,http://www.sankalpedu.org/,"['S.N. 9/1/1 Ext.Sinhgad College Vadgaon Campus', ' Off. Sinhgad Road', ' Ambegaon Bk.', ' Pune', ' Maharashtra', ' India- 411041 ']"
"PESociety'sModernInstituteofBusinessManagement(PESMIBM),pune",https://www.collegedekho.com/colleges/p-e-societys-modern-institute-of-business-management,Private, Academic Zone   A/C   AV Lab   Canteen   Computer Lab   Counselling   Fest   Cultural zone   Education Festival   Library   Medical Facilities   Cls. Room   Placement   R&D   WiFi  ,02065294546/4,admission.mibm@gmail.com,http://www.mibmpune.com,"[""Progressive Education Society's\r\nMODERN INSTITUTE OF BUSINESS MANAGEMENT, (MIBM)\r\n1186, Shivaji Nagar, Modern College Road,\r\nPune 411 005.""]"
"AllanaInstituteofManagementSciences(AIMSPUNE),pune",https://www.collegedekho.com/colleges/allana-institute-of-management-sciences,Private, Math Lab   Academic Zone   A/C   AV Lab   Auditorium   ATM   Boys Hostel   Canteen   Computer Lab   Counselling   Cultural zone   Gym   Mess   International Center   Theatre   Library   Medical Facilities   Cls. Room   Placement   Sports   WiFi   Cafeteria    Laboratories   Hostel  ,02026433901,info@aimspune.org,http://www.aimspune.org/,"['Address: 2390 - K. B. Hidayatullah Road, New Modikhana, Azam Campus, Camp, Pune, Maharashtra, India- 411001']"
"VedantaInstituteofManagement&Studies(VIMSPUNE),pune",https://www.collegedekho.com/colleges/vedanta-institute-of-management-studies-pune,Private, Math Lab   Academic Zone   A/C   AV Lab   Auditorium   ATM   Boys Hostel   Canteen   Computer Lab   Library   Cls. Room   Placement   Residential Institute   Residential Zone   Residential Faculty Zone  ,9158888264,info@lakshmivedanta.org,http://www.lakshmivedanta.org/,"['Gat No. 916', ' BAIF Road', ' Off Nagar Road', ' Wagholi ', ' Pune', ' Maharashtra', ' India - 412207']"
"VidyaPratishthansInstituteofInformationTechnology(VIITPUNE),pune",https://www.collegedekho.com/colleges/vidya-pratishthans-institute-of-information-technology-pune,Private, Math Lab   Academic Zone   A/C   AV Lab   Auditorium   Boys Hostel   Canteen   Computer Lab   Convo. Hall   Counselling   Gym   Theatre   Library   Medical Facilities   Cls. Room   Placement   Sports   WiFi   Cafeteria    Laboratories   Hostel  ,91-2112-239551,info@viitindia.org,http://viitindia.org/viit/,"['Vidya Pratishthan’s, Institute of Information Technology,\r\nVidyanagari, Bhigwan Road, Baramati.\r\nDist. Pune (MAH) 413 133.']"
"Dr.D.Y.PatilInstituteofManagement(DYPIM),pune",https://www.collegedekho.com/colleges/dy-patil-management-college,Private, Canteen   Computer Lab   Counselling   Mess   Medical Facilities   Cls. Room   Placement   Sports   Grounds   Residential Institute   Trans.   WiFi  ,02114306233,dypimdirector@gmail.com,http://www.dypimambi.com/,"['DY Patil Institute of Managment', ' Sr. No. 124 &126', ' Talegaon-Dabhade Tal. Maval. Talegaon MIDC', ' Talegaon Dabhade', ' Pune', ' Maharashtra', ' India- 410506']"
"Dr.D.Y.PatilVidyapeethGlobalBusinessSchool&ResearchCentre(DYPV),pune",https://www.collegedekho.com/colleges/dr-d-y-patil-vidyapeeth-global-business-school-research-centre,Private, Academic Zone   A/C   Boys Hostel   Canteen   Computer Lab   Mess   Cls. Room   WiFi  , 22932323,info.gbsrc@dpu.edu.in,http://gbsrc.dpu.edu.in/,"['Global Business School & Research CentreMumbai-Bangalore Highway', 'Tathawade', ' Pune-411 033 India.']"
"JaikrantiCollegeofComputerScienceandManagementStudies(JCCSMS),pune",https://www.collegedekho.com/colleges/jaikranti-college-of-computer-science-and-management-studies,Private, Boys Hostel   Computer Lab   Library   Cls. Room  ,02382256309,principal@jaikranticollege.com,http://www.jaikranticollege.com/Colleges/college1/index.php?cid=4&sh=Abt,"['Jaikranti College, Seetaram Nagar,\r\nLatur-413531,Maharashtra ( India)']"
"SymbiosisInstituteofComputerStudiesandResearch(SICSR),pune",https://www.collegedekho.com/colleges/symbiosis-institute-of-computer-studies-and-research,Private, Math Lab   Academic Zone   A/C   AV Lab   Auditorium   ATM   Computer Lab   Library   Medical Facilities   Cls. Room   Placement   Cafeteria    Laboratories  ,02025675601,admissions@sicsr.ac.in,http://sicsr.ac.in/index.php,"['1st Floor, Atur Centre, Gokhale Cross Road,\r\nModel Colony, Pune - 411016. ']"
"ResearchDevelopment&InnovationLab(RDIL),pune",https://www.collegedekho.com/colleges/rdil,Private,College TypePrivateEstablished In2005Courses Offered1 ,,info@rdil.in,http://www.rdil.in/,"['Kothrud, Pune, Maharashtra, India- 411038']"
"ProgressiveEducationSocietysModernCollegeofPharmacy(MCOP),pune",https://www.collegedekho.com/colleges/mcop-pune,Private, Academic Zone   Auditorium   Boys Hostel   Canteen   Computer Lab   Convo. Hall   Counselling   Gym   Hospital   Mess   Theatre   Library   Medical Facilities   Cls. Room   Placement   Sports   Trans.   WiFi  ,02027661315,mcopharm@hotmail.com,http://www.mcop.org.in/,"['Progressive Education Society’s Modern College of Pharmacy, Sector 21, Yamunanagar, Nigdi, Pune - 411044']"
"InstituteForManagementExcellenceAndDevelopment(IMEXPUNE),pune",https://www.collegedekho.com/colleges/institute-for-management-excellence-and-development,Private, Boys Hostel   Canteen   Computer Lab   Counselling   Library   Medical Facilities   Cls. Room   Placement   Trans.   WiFi  ,919820154886,info@imexd.in,http://www.imexd.in/,"['Sr.No.- 40, ShivSmarak Samiti, Opp. Vishveshwar Bank, Dhanakawadi, Pune - 411043']"
"Padm.Dr.D.Y.PatilInstituteofPharmaceuticalSciencesandResearch(PDDYPIPSR),pune",https://www.collegedekho.com/colleges/padm-dr-d-y-patil-institute-of-pharmaceutical-sciences-and-research,Private, A/C   AV Lab   Auditorium   ATM   Boys Hostel  ,  27420026,info.pharmacy@dypvp.edu.in,http://pharmacy.dypvp.edu.in/,"[""Dr. D. Y. Patil Vidya Pratishthan Society's,\r\nDr. D. Y. Patil Institute of Pharmaceutical Sciences & Research,\r\nSant Tukaram Nagar,\r\nPimpri, Pune - 411 018,\r\nMaharashtra, India.""]"
"NationalInstituteofConstructionManagementandResearch(NICMAR),pune",https://www.collegedekho.com/colleges/nicmar,Private, Academic Zone   A/C   Auditorium   ATM   Boys Hostel   Canteen   Computer Lab   Counselling   Girls Hostel   Guest house   Gym   Theatre   Library   Medical Facilities   Cls. Room   Music   Placement   Sports   post off.   Residential Institute   Residential Zone   Residential Faculty Zone   Shopping   Trans.   WiFi   Table   Laundry   Badminton Court   Carom Board   Volleyball Ground   Cafeteria    Hostel  ,+91-2066859100 +91-2066859200,mail@nicmar.ac.in,http://www.nicmar.ac.in/index.php,"['25/1', ' Balewadi', ' N.I.A. Post Office', ' Pune 411 045', ' India']"
"SymbiosisInstituteofTelecomManagement(SITMPUNE),pune",https://www.collegedekho.com/colleges/symbiosis-institute-of-telecom-management-pune,Private, Academic Zone   Boys Hostel   Canteen   Computer Lab   Library   Medical Facilities   Cls. Room   Placement   Residential Institute   Residential Zone   Residential Faculty Zone   Trans.  ,912039116170,admissions@sitm.ac.in,http://www.sitm.ac.in/,"['Village Lavale', ' Taluka Mulshi', ' Pune-412115.']"
